model,accuracy,f1_weighted,real_precision,real_recall,real_f1,fake_precision,fake_recall,fake_f1,cm_act_real_pred_real,cm_act_real_pred_fake,cm_act_fake_pred_real,cm_act_fake_pred_fake
calm3,0.6486486486486487,0.7042082513780628,0.25,0.8,0.38095238095238093,0.9523809523809523,0.625,0.7547169811320755,8,2,24,40
