feature,median_delta,mean_delta,n,p_raw,p_fdr_bh,sig_fdr_0.05
assent,-0.029370745677419433,-0.05735557931602492,50,0.004952445765450434,0.010355113873214543,True
body,-0.10620292466657849,-0.14449791335746698,50,0.005579489549422334,0.011166672278658507,True
death,-0.014311433308540348,-0.03510897244912464,50,0.005664254054391997,0.011166672278658507,True
friend,-0.013323704691105026,-0.024892876142350345,50,0.01059524645748403,0.020307555710177727,True
family,-0.014986994850892305,-0.021130326024268547,50,0.012104215953983533,0.02257272704932064,True
nonflu,-0.04683471738553374,-0.08045111716831284,50,0.01855822259070905,0.03369782523049801,True
they,0.0,-0.0034747640202915874,50,0.022909099354356588,0.040531483473092426,True
anx,0.04467158305790771,0.0878736483292366,50,0.028256978552906986,0.04874328800376455,True
ingest,-0.0669659302439706,-0.1932758363747979,50,0.035501471700130176,0.0597463792026581,False
discrep,0.04047952213056408,0.0687268826469159,50,0.06633200503891068,0.1089740082782104,False
cause,0.14389492315079333,0.11651466091851354,50,0.06930163067169381,0.11106823430944017,False
verb,-0.16551743746287828,-0.0908895738897711,50,0.07082612042920822,0.11106823430944017,False
male,0.0,-0.02256091029624084,50,0.08253039414054802,0.1253345500130394,False
swear,0.0,-0.0032338116984068576,50,0.08355636667535958,0.1253345500130394,False
money,-0.0413977917922001,-0.05933518817023323,50,0.09130577606126522,0.134044649962283,False
tentat,-0.12883727854840304,-0.059018531567255846,50,0.11619549807268115,0.16703102847947915,False
social,0.09554934176930574,0.14125093352413642,50,0.1329605561585705,0.1872301709171707,False
casepart,0.06434571026069591,0.43263503268476283,50,0.1406841997467243,0.19414419565047955,False
shehe,0.0,-0.005973009322207772,50,0.20967491728457333,0.28367782926736396,False
netspeak,0.0,-0.00567204494209927,50,0.22457745825305875,0.291337560935616,False
affiliation,0.011221950331091898,0.05203601065228131,50,0.22974800885474522,0.291337560935616,False
negate,-0.1410869904489927,-0.0459342083992833,50,0.22974800885474522,0.291337560935616,False
sexual,0.0,-0.008987397493681321,50,0.23222559205012872,0.291337560935616,False
you,0.0,-0.0018168578520399259,50,0.25557245970558995,0.3149017807086733,False
ppron,-0.018118093986786793,-0.037465405100482484,50,0.2999546071877397,0.36310294554305333,False
feel,-0.02263203890430883,-0.009280752516850909,50,0.4042577575813002,0.4809273322949951,False
conj,-0.18696701297757778,-0.0747893802693616,50,0.4151920088524754,0.4855635357766238,False
adjverb,0.018101858077851807,0.018395031088237174,50,0.4262959591146398,0.49024035298183577,False
see,0.008300635120267547,0.04929164248615688,50,0.47831983611594175,0.5410503064262292,False
hear,-0.0019432768703342707,0.03695382891137935,50,0.6390094850461736,0.7111557172288061,False
relig,0.0,0.002611147317455106,50,0.7008611034218815,0.7676097799382512,False
percept,-0.05344234488794963,0.0043355113070591145,50,0.81837027658068,0.8687315243702602,False
motion,-0.03441311332394892,0.01001799957109697,50,0.81837027658068,0.8687315243702602,False
i,-0.004534007685998043,0.0012036027141871053,50,0.8632650227005474,0.9025043419142086,False
preadj,0.015392329222684756,0.008520614707306442,50,0.9237813566146151,0.9513569194986335,False
we,0.0,0.0007234541172208536,50,0.9431820962994397,0.9570524212450197,False
sad,-0.01005323165890223,0.018219149733361365,50,0.9915568165301506,0.9915568165301506,False
