video_id,delta_function,delta_pronoun,delta_ppron,delta_i,delta_we,delta_you,delta_shehe,delta_they,delta_ipron,delta_casepart,delta_auxverb,delta_adverb,delta_conj,delta_negate,delta_verb,delta_interrog,delta_number,delta_quant,delta_adjverb,delta_preadj,delta_affect,delta_posemo,delta_negemo,delta_anx,delta_anger,delta_sad,delta_social,delta_family,delta_friend,delta_female,delta_male,delta_cogproc,delta_insight,delta_cause,delta_discrep,delta_tentat,delta_certain,delta_differ,delta_percept,delta_see,delta_hear,delta_feel,delta_bio,delta_body,delta_health,delta_sexual,delta_ingest,delta_drives,delta_affiliation,delta_achieve,delta_power,delta_reward,delta_risk,delta_relativ,delta_motion,delta_space,delta_time,delta_work,delta_leisure,delta_home,delta_money,delta_relig,delta_death,delta_informal,delta_swear,delta_netspeak,delta_assent,delta_nonflu,delta_filler,delta_len
NdY2iUbqmp4,-1.4715681788852528,0.07044897288799756,0.25780452609720894,0.4671570525229062,0.12488414927439317,-0.03607503607503607,-0.12025012025012025,0.0,-0.2114055772592356,2.713253323009422,-2.1544715447154474,-1.412381656284095,-0.28161991576625667,-1.2061380354063282,-0.12341768439329392,-0.23956170297633717,0.014840624596722196,0.1770316404462745,-0.06135689062518331,-0.013843428477574804,2.053402785110102,2.0240734874881214,0.0678679946972629,0.02745222257417379,-0.020647825525874297,0.04563638709980173,1.3069135020354534,-0.06012506012506012,-0.13227513227513227,-0.02405002405002405,0.12242048827414681,-0.3999929609685706,1.0389023803657949,-0.5706894731284975,-0.5411255411255411,-0.13720245427562502,-0.25434366897781535,-0.5031734300026984,-0.2919438285291944,0.09930900174802615,-0.036368329051255865,-0.32713898567557104,-1.1354544281373555,-1.1682445828787293,0.33464728586679815,0.0,-1.5203721301282278,1.6337005361395607,0.17515456539846785,0.4776569410715752,1.2790506692945718,-0.006159152500615911,0.23651145602365115,-0.8797616114689282,0.23809523809523814,-0.3514236441065708,-0.4953718368352513,2.8383721066647896,0.6084069498703644,-0.03607503607503607,-0.07338190265019534,0.0,0.0,-0.7971703093654314,-0.012025012025012025,0.01079318152488884,-0.18776616337591945,-0.2410868264526801,-0.45818228745058015,-5446
b--HebOnkxo,0.5320387347616347,-0.8148792418521325,0.04059715203829628,-0.030471543069740092,-0.07869109116899863,-0.012691965985531158,0.0,0.0,-0.8681683598759597,0.7634573853485627,1.2309222476813257,0.159795189375048,0.0785016588408558,-0.3199286507646346,0.7359626360067733,0.010143650142665106,-0.32239127103048393,-0.20816357716070344,-0.07869109116899863,0.1015176867101405,1.3680892944304284,0.5660102656084798,0.6523237528384405,0.3502784159091403,0.34520884598457136,0.03807138766306628,0.9923998847890618,0.03299730744497014,-0.005078590511623335,0.0,-0.1066143183958726,0.30945123890095694,0.9188099355993229,0.129404831588797,-0.07616081650024137,-0.010188753077936985,-0.08126195847950068,-0.5280155529353756,0.32993248180795676,-0.0533161797849907,0.09897839145432885,0.08628191517527051,-0.012719027746694422,0.07106869510803643,-0.16247430373020222,0.010152670729719492,0.05584194416022078,1.510217664059446,0.6447239082451142,0.3020408266357729,1.297052171377082,0.053293628317354735,0.0913559953933667,-1.8227404128524238,0.1294093418823241,-1.0179371667400492,-1.1880654385859044,0.48731917443948114,0.29189717649310787,0.020305341459438984,0.10152219700366766,0.06599461488994028,-0.1269196598553116,-0.6930291519213894,0.0,0.0,-0.05077237423565184,-0.09646615795968028,-0.040624213799459574,-5065
5dxZ5L6QQQ8,-1.4689678007686169,-0.6106180858390076,-0.3838645034608732,-0.19178437198499296,-0.08428449585602679,-0.02144082332761578,-0.06432246998284734,-0.01072041166380789,-0.2160331707143266,-0.5966304016817539,0.154302945681021,-0.281907508143477,-0.7608499891160507,-0.05670579321164482,0.4739945986662013,0.0029575949088726516,-0.4336216883983782,0.13781348418319994,-0.04169860869168249,-0.07090224877423346,0.5460033358886951,0.2155182012478405,0.2867162095129613,0.022328101800277583,0.0890166477102231,-0.010424652172920622,1.907126787709544,0.0,-0.06432246998284734,0.0,-0.0425858871643443,0.20953342096165173,0.08443411536318157,-0.2338518101594289,0.08812936923756126,0.09079120465554669,0.3087485518223517,-0.624223022419822,1.084094235515301,0.016635601481553186,0.6833714410738533,0.09825826191959462,1.018515657577038,0.3974694400416876,0.7169384035278472,-0.01072041166380789,-0.08487601483780133,-0.8926021434977729,0.025285696709150263,-0.46548716389891454,-0.22727203136804275,-0.351111749487675,-0.051827501373715834,0.00636404833920956,0.8851385657571469,-0.37329023178079757,-0.031197407003473288,0.43672890281440546,0.11016171154695156,-0.01072041166380789,-0.01072041166380789,-0.02144082332761578,0.04376892512789337,-0.8238432811516163,0.0,0.0,-0.09323035057451107,-0.34098285680564167,-0.19267165045765478,-6247
Qqmh-MVbIBI,0.618160700494137,-1.0259960438396387,-0.14886692535834073,-0.20972077818679102,0.0,-0.013347570742124934,0.08234620916218129,0.0,-0.8533759774381351,2.6153319521684395,-0.477877093354655,-0.384444098159781,0.12161829609212038,-0.18804108752685478,0.514147573466988,-0.13709892359399203,0.2628641204525657,-0.5506564790853998,0.01786914016098831,-0.2126627786278782,-0.005479529041503728,0.03933169330645914,0.059708558879604356,0.10473691874203295,0.028274710462026037,0.0,0.24654474608109345,-0.09637499563596173,0.06085385282845028,-0.053390282968499736,-0.19637320744466613,0.21319497841823498,0.8175482875513786,-0.43755763723729557,0.21535783836624034,-0.2764586318974157,0.024187416072093182,-0.5599465586258514,-0.26493757083579217,0.013564708256590174,0.17147477245265763,-0.06967985415171186,-0.4036160634075603,-0.01471000220543589,0.10631648771980917,0.0,-0.4536002677177825,0.37503480586628957,0.03573828032197662,0.15970677068830885,0.13595362964514623,0.19906826718302817,-0.0715063638322131,0.2150512912869953,-0.15679457343548164,0.11037397892148237,0.33951366305877784,0.32235554181770487,0.5447426750149655,-0.008144785591606064,-0.11470821401414033,0.0,0.0,0.13905316122417855,0.0,-0.03483992707585593,0.17147477245265763,0.07531691433116117,0.01582549296602187,-4357
9cXvJEd_mCA,0.029223902837756555,0.021122226803526933,-0.10141562321419528,-0.04065305295747343,-0.02792184776082695,0.0,0.0,0.0,0.09461600225689537,0.5637898483105843,-0.3191481666341156,-0.11154271825698192,-0.024739046461665914,-0.3043915424289114,0.9140426640046879,-0.04354650868398402,-0.21035423131731812,-0.14872362434264297,-0.10184964157317189,-0.06900891907727696,0.3448999226000593,0.36110327466851855,0.014177933059901893,-0.11588290184674799,0.060328551897745275,-0.007812330461578518,0.1500256794195729,-0.03038128512836093,0.05049080242760936,-0.015190642564180465,0.035300159863428895,-0.21628581555666404,0.4853771981221473,-0.07739994068415768,-0.23075309418921755,0.22568954666782404,-0.3736898070788395,0.008101676034229621,-0.015769333709482636,0.061919952547326074,-0.02676446547022271,-0.06857490071830037,0.41897238919873026,-0.29137099165961367,1.1278690421938178,0.07060031972685779,-0.5941711334389445,1.0254407094753444,0.19906975398392684,0.6213696172681438,0.2413142075909811,0.004050838017114811,0.10286235107745068,1.4371794593577976,0.966992903799831,0.560462374225096,0.12600999688953518,0.45470656742113524,0.7232192588413155,0.0,0.020109517299248425,0.0,-0.03038128512836093,-0.2834139884117097,0.0,0.0,-0.03573417822240546,-0.14496213189817925,-0.08622498065001483,-3538
nTSVJ0eNGVE,-0.1263707058508885,-0.43643120455891493,-0.08561401798308935,-0.11773488313968745,-0.014394702749388226,0.0,0.0,0.0,-0.26960349236865966,0.23149399133540882,-0.3070686781157663,-0.21586060493513592,1.1071933855891345,0.6466278286065394,0.11383402857782965,-0.20668036078059845,-0.3239757110119077,-0.31033520677575954,0.5998625260935204,-0.2468476749758033,2.017266251154898,1.382266065851819,0.1831703448745018,0.3333407587756491,0.009240180460224928,-0.08045949569392608,0.5019266025994176,0.04060684710358302,-0.02878940549877645,-0.014394702749388226,0.04060684710358302,1.2595614640321724,1.2328498504639125,0.5849633594379253,0.06575012733967611,-0.3136666664335811,0.7136366183656628,-0.5620227384358643,-0.12986699034935567,-0.12031214428426909,0.0015083970264799795,0.03212086515659808,-0.5375087894094945,-0.0575788109975529,-0.6220539432744823,0.0,0.14212396486254059,0.029478673014187606,0.09636259546979425,-0.10987823240242611,0.08058436299744276,0.03696072184089971,0.18832486716366514,-0.9030353443395702,-0.0065380520121267605,-0.14564522282170755,-1.036168863348919,-0.017915960708555057,-0.07712803603610444,-0.014394702749388226,0.10044825364085586,0.0,0.08712241500956934,-1.0269286828886943,0.0,0.0,-0.12955232474449402,-0.018795026525311564,0.05984140653727282,-4065
RRY0IcjuvAk,1.7188644802819795,-0.37047331901233527,-0.13277604163992784,-0.09215995024565476,0.0030949784341609277,0.0,-0.04371106982843405,0.0,-0.19243871832689274,1.9902764871848078,1.0017939140402747,-0.32376261368728576,1.396847375758985,0.2514449955592193,-0.6207411959964766,0.019438958151051122,-0.2506602498425008,0.06614966347610085,0.07175656161097294,-0.011118453332199074,-0.2158417424581902,-0.24843435895442534,0.15202431391588844,0.03742577002256692,-0.059376647874329225,-0.021081790305676792,1.5773828950369602,0.0,-0.041389836002813346,-0.010927767457108512,0.0015474892170804638,4.168451902054933,3.9427201633444544,0.8369019705918377,0.10608735319937895,1.2031251948112907,0.7965719080102001,-0.40712534442636183,-0.3162268545851519,-0.1936048357937923,0.07407779543659365,-0.15298874439951918,0.5929083923053848,0.14041814478778492,0.14506061243902635,0.0,0.2949543784043846,2.1819927994079937,1.7353954788379014,0.3235829289203733,-0.22029352423434123,0.013153658345183894,0.21846000620462502,-0.021059788089320186,-0.14698947340628776,-0.8557468689012608,-0.21631845714591602,-0.36873514392016427,-0.07417313837413889,0.0,-0.15298874439951918,-0.04371106982843405,-0.06479286013411084,-1.022270643396145,-0.010927767457108512,-0.010927767457108512,-0.08200592739708645,-0.08906497181149386,-0.11865795281111317,-6171
k_kl8-WrwPw,-0.41619652295813125,0.28264003487302647,-0.23384701736074665,-0.09200716623024424,0.04826638860660447,-0.012472611049897577,0.038926370144014316,0.0,0.6177187183279429,1.34521408144537,-1.0608650508332795,-0.7238157559893845,0.14155784984552788,-0.5771037380799249,-0.13846942613418012,0.03881085154535002,0.0698479809217637,-0.24005444323602926,0.05447381448188718,0.2069889431713049,-0.20187894398333261,-0.11277333314306759,-0.13267311056590858,-0.0046988888809611495,-0.018795555523844598,0.04356749972564333,-0.08962544453425458,-0.1978799619060433,-0.054589333080551444,-0.024945222099795154,0.007658203570272193,-0.0721005935957173,0.15837599876870745,0.2207390540181955,0.1727614619082517,0.0012774997969928759,-0.07970783307834306,-0.27619477658872893,0.0914295732369228,-0.0002310371973285319,0.10888986966444225,-0.07796825888669293,0.89623745731333,-0.27584822079273624,1.1674445485244362,0.02958635168142417,-0.015605203637205009,-0.373247387495927,-0.23065666547410704,-0.31813822072138653,0.35010629409880023,-0.2369218506487219,-0.03434299986171743,-0.6453208681970164,-0.3679709056216447,0.01647838833887283,-0.6351144602444445,0.20194349849435111,-0.1605198880556827,-0.04519155531862917,-0.04989044419959031,-0.024945222099795154,0.03422748126305317,-0.37168109120227344,-0.010906314756243865,0.02024633321883402,-0.13406612896156594,-0.006438463072611311,-0.11074496245475668,-5959
M0ce323R1Sg,1.9399292530965155,0.08789928718754325,-0.025915595310613104,0.033396385709553,-0.02965599051008304,0.0,0.0,0.0,0.13652442478065252,0.7117437722419915,0.24472871447960465,0.5987304030008653,-0.13719235249484285,-0.20679042031355221,-0.17887104186036495,0.07975056907441247,-0.3521314909215265,-0.31405961121263604,0.10246011135690852,-0.13478781272375578,-0.03152618810981789,0.004408322913661333,-0.3093841172132987,0.06999882444722305,-0.04354888696525708,-0.1237002126681842,-0.4839804217028414,-0.05931198102016608,0.02270954228249602,-0.02965599051008304,-0.02177444348262854,0.6774122877325723,0.20318361065692048,0.12490248255372816,0.1538905453496201,0.004274737370822734,0.19890887328609752,-0.13652442478065274,0.03673602428050837,0.14600899832216563,-0.10887221741314268,0.04314813033674242,-0.41972577559766133,-0.18434804911673242,-0.588978658373676,0.0,0.005610592799204894,-0.22656108065360758,-0.21774443482628536,0.3741731054898316,-0.602737969286012,0.04501832793647742,0.3161969798980475,2.0218171908563365,-0.5378153954666409,0.002538125313926054,1.7794930161478204,-0.20465305162814063,0.31940303292616457,-0.10379596678529063,0.031526188109818,0.0,0.0,-0.8536116187361737,0.0,0.0,-0.11862396204033215,0.20398512391394952,0.15856603934895752,-4080
j5mg3WLG4rk,-0.0688209063884031,-0.15500819025662782,-0.29276375659770676,-0.33773433234241346,-0.03003094096948372,0.02036188800582418,0.05251622884183704,0.0,0.23956500637019973,2.0074091488199954,-0.06229903536977499,-1.7105881817630286,0.1850391312261115,-0.33504216465449277,0.5562549293211188,0.035301522781047145,-0.4847418552447976,-0.030258448098040347,0.15644906873748712,0.1670660680701328,1.2716510950676456,0.5581129042043316,0.5099193108050719,0.4040147424619305,0.14245738033125038,-0.06540829946004975,-0.016645938239398195,-0.07720075229023843,0.017138870351271,-0.026807923314930537,-0.3077033913729297,0.5279682096705702,0.7574091488199963,0.41872687010859666,-0.09653885821755748,0.2709230722562641,-0.010996177880240321,0.20009251956561314,0.5570891221258265,0.43616908329794335,0.24426682036037134,-0.07295395255718012,1.146332585087666,0.12209549232542616,1.2011238852150703,0.0,-0.12437056361099316,0.22109901110234764,-0.04292301158769643,0.13908269125765926,0.3425498998968637,0.03207850512649396,-0.07083055269065097,-0.3554419705150762,0.2718710186252504,-0.4228599162773765,-0.01167869926590992,0.5462446156646241,0.17358793908875808,-0.01179245283018868,-0.03537735849056604,-0.02358490566037736,-0.02043772371534308,-0.6050931262512895,-0.03537735849056604,0.0,-0.12224716374446398,-0.08796942304192201,-0.061161499726991475,-5370
